isbn13,title,authors,categories,thumbnail,yearPublished,averageRating
9780373638161,Savage Sun,James Axler,Fiction,http://books.google.com/books/content?id=e3dIPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.87
9780373638178,Omega Path,James Axler,Fiction,http://books.google.com/books/content?id=c7XuPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.87
9780373638529,Hydra's Ring,James Axler,Fiction,http://books.google.com/books/content?id=xXP2aJdleDYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.88
9780373692286,Her Last Temptation,Leslie Kelly,Fiction,http://books.google.com/books/content?id=R9ZqvE56DGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.59
9780373712489,Her Little Secret,Anna Adams,Fiction,http://books.google.com/books/content?id=n0WWMyTMo_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.3
9780373713011,Expectant Father,Melinda Curtis,Fiction,http://books.google.com/books/content?id=3UpKh8v417AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.63
9780373713448,The Other Woman,Brenda Novak,Fiction,http://books.google.com/books/content?id=yag-x3sOa4cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.11
9780373760039,The Accidental Bodyguard,Ann Major,Fiction,http://books.google.com/books/content?id=mdej6S9CelUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.32
9780373764198,Tallchief,Cait London,Fiction,http://books.google.com/books/content?id=LuP5UPrljhMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.12
9780373764211,Dr. Desirable,Kristi Gold,Fiction,http://books.google.com/books/content?id=2T0WYxE8xs4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.24
9780373766628,Blame it on the Blackout,Heidi Betts,Fiction,http://books.google.com/books/content?id=Ubq8owFymxsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.49
9780373767618,Bedded Then Wed,Heidi Betts,Fiction,http://books.google.com/books/content?id=PuVxLfXuO2EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.41
9780373767793,Blackmailed Into Bed,Heidi Betts,Fiction,http://books.google.com/books/content?id=p6tKmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.38
9780373771257,Tell Me No Lies,Elizabeth Lowell,Fiction,http://books.google.com/books/content?id=XjV1n_r4670C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.98
9780373771370,A Lady At Last,Brenda Joyce,Fiction,http://books.google.com/books/content?id=tV7SDKSeteIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.07
9780373771714,"The Pirate, the Adventurer & the Cowboy",Jayne Ann Krentz,Fiction,http://books.google.com/books/content?id=IXX7fJGds6oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.87
9780373771721,Call After Midnight & Under the Knife,Tess Gerritsen,Fiction,http://books.google.com/books/content?id=bqw__tuIMdMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4
9780373772513,Manhunting,Jennifer Crusie,Fiction,http://books.google.com/books/content?id=AsbnYjXNAs8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,3.77
9780373772520,Reckless Love,Elizabeth Lowell,Fiction,http://books.google.com/books/content?id=3S2TAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.78
9780373792733,The Perfect Score,Julie Kenner,Fiction,http://books.google.com/books/content?id=OAxUYS3BruoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.25
9780373802135,Elphame's Choice,P. C. Cast,Fiction,http://books.google.com/books/content?id=dp0NAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.02
9780373802395,Winter Moon,Mercedes Lackey;Tanith Lee;C. E. Murphy,Fiction,http://books.google.com/books/content?id=lOfeGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.78
9780373802425,Brighid's Quest,P. C. Cast,Fiction,http://books.google.com/books/content?id=i_Y_mQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.14
9780373802487,Shattered Dance,Caitlin Brennan,Fiction,http://books.google.com/books/content?id=JU1eewAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.91
9780373832712,Sizzle,Jennifer Crusie,Fiction,,1994,3.09
9780373835492,The Foundling,Georgette Heyer,Fiction,http://books.google.com/books/content?id=ca1BwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.85
9780373836086,Sylvester,Georgette Heyer,Fiction,http://books.google.com/books/content?id=-wO7fVdHF2gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.11
9780373836932,"And the Envelope, Please...",Barbara Bretton;Emilie Rose;Isabel Sharpe,Fiction,http://books.google.com/books/content?id=0B2X-s87SFAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.57
9780373870288,Suddenly Daddy,Loree Lough,Fiction,http://books.google.com/books/content?id=vdUO2TUo4A4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.81
9780373895205,Seven Sunny Days,Chris Manby,Fiction,http://books.google.com/books/content?id=b5C8c0Gv4U8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.32
9780374131944,Cross-X,Joe Miller,Social Science,http://books.google.com/books/content?id=4ZPxOt6stzAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.8
9780374146351,The Echo Maker,Richard Powers,Fiction,http://books.google.com/books/content?id=4yk5CoXe67oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.37
9780374253844,That Same Flower,Jostein Gaarder;Anne Born,Fiction,http://books.google.com/books/content?id=kgVmQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.67
9780374271077,Sylvia,Leonard Michaels,Fiction,http://books.google.com/books/content?id=x_4wmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.86
9780374280390,Uncommon Carriers,John McPhee,Literary Collections,http://books.google.com/books/content?id=uOSPZhoDIuMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.95
9780374292799,The World Is Flat [Updated and Expanded],Thomas L. Friedman,Social Science,http://books.google.com/books/content?id=CfHCBUepsXIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.68
9780374299194,The Discomfort Zone,Jonathan Franzen,Biography & Autobiography,http://books.google.com/books/content?id=Z2vOAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.39
9780374422080,Everything on a Waffle,Polly Horvath,Juvenile Fiction,http://books.google.com/books/content?id=NimVJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.71
9780374500528,Gimpel the Fool and Other Stories,Isaac Bashevis Singer,Fiction,http://books.google.com/books/content?id=zoa2QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1988,4.16
9780374502003,The Natural,Bernard Malamud,Fiction,http://books.google.com/books/content?id=wCWhegoGUxwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1952,3.63
9780374506803,The Slave,Isaac Bashevis Singer,Fiction,http://books.google.com/books/content?id=JLFp66op5WMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1988,4.17
9780374516000,Giving Good Weight,John McPhee,Literary Collections,http://books.google.com/books/content?id=Xx0IHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,4.22
9780374517885,Sammlung,Isaac Bashevis Singer,Fiction,http://books.google.com/books/content?id=B0_ws1gwux8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1982,4.37
9780374519742,Heirs of General Practice,John McPhee,Biography & Autobiography,http://books.google.com/books/content?id=kNp33i-AIq0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1986,4.15
9780374522599,The Control of Nature,John McPhee,Nature,http://books.google.com/books/content?id=p1qKQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,4.24
9780374522834,The Death of Artemio Cruz,Carlos Fuentes,Fiction,http://books.google.com/books/content?id=pFIFaF68nmsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,3.86
9780374522872,Coming Into the Country,John McPhee,Nature,http://books.google.com/books/content?id=ds3uJRhlOB0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,4.22
9780374523930,Assembling California,John McPhee,Science,http://books.google.com/books/content?id=peRjDOETl_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,4.17
9780374524791,Satan in Goray,Isaac Bashevis Singer,Fiction,http://books.google.com/books/content?id=ic-pPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.86
9780374524920,The Stories (So Far) of Deborah Eisenberg,Deborah Eisenberg,Fiction,http://books.google.com/books/content?id=kKQcuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4
9780374525071,The Lost Lunar Baedeker,Mina Loy,Poetry,http://books.google.com/books/content?id=NIHZ7OuZSEYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.17
9780374525118,The Spirit Level,Seamus Heaney,Poetry,http://books.google.com/books/content?id=_cOkdT2-to8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.15
9780374525804,The Artist of the Missing,Paul LaFarge,Fiction,http://books.google.com/books/content?id=n4igLX-makMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.58
9780374525866,The Magic Barrel,Bernard Malamud,Fiction,http://books.google.com/books/content?id=WmcxuzutV2wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4
9780374526962,The Eclogues of Virgil,Virgil,Poetry,http://books.google.com/books/content?id=ANx9WZHGzEwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.91
9780374527051,The Oresteia of Aeschylus,Aeschylus;Ted Hughes,Drama,http://books.google.com/books/content?id=Wk4955xRHPkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.01
9780374528379,The Brothers Karamazov,Fyodor Dostoevsky,Fiction,http://books.google.com/books/content?id=z1k_AxXUvmEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.32
9780374528539,"Get Out of My Life, But First Could You Drive Me & Cheryl to the Mall",Anthony E. Wolf,Family & Relationships,http://books.google.com/books/content?id=oKdbCk_05wQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.94
9780374528553,Selected Verse,Federico Garc������a Lorca;Christopher Maurer;Catherine B,Poetry,http://books.google.com/books/content?id=iR2qE4iwXyEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.43
9780374528669,Crescent and Star,Stephen Kinzer,History,http://books.google.com/books/content?id=wRGeIkGd3tcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.83
9780374529260,Memoirs of Hadrian,Marguerite Yourcenar;Grace Frick,Fiction,http://books.google.com/books/content?id=7nPUBQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.25
9780374529383,The Fixer,Bernard Malamud,Fiction,http://books.google.com/books/content?id=bbmRGBT6XEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.95
9780374529604,The Poetry of Pablo Neruda,Pablo Neruda;Ilan Stavans,Poetry,http://books.google.com/books/content?id=raJau9eL-MgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.45
9780374529949,Play It As It Lays,Joan Didion,Fiction,http://books.google.com/books/content?id=mvSNZow9jksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.87
9780374530259,Gimpel the Fool,Isaac Bashevis Singer,Fiction,http://books.google.com/books/content?id=GLacGqTFTBgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1957,4.16
9780374530303,Martin and John,Dale Peck,Fiction,http://books.google.com/books/content?id=5bh4680Gf6gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.73
9780374530310,Georgics (Zongo Classics),Virgil,Poetry,http://books.google.com/books/content?id=JJGJDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,3.85
9780374530495,Palm-of-the-Hand Stories,Yasunari Kawabata;Lane Dunlop;J. Martin Holman,Fiction,http://books.google.com/books/content?id=GT10AlhQeksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4
9780374530716,Sophie's World,Jostein Gaarder,Fiction,http://books.google.com/books/content?id=-o1MPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.91
9780374626235,The complete stories,Flannery O'Connor,Short stories,http://books.google.com/books/content?id=daBNh2-ZJTgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1971,4.4
9780375400704,Molloy,Samuel Beckett,Fiction,http://books.google.com/books/content?id=xL-5SgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.28
9780375407932,The Border Trilogy,Cormac McCarthy,Fiction,http://books.google.com/books/content?id=w-vLwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.43
9780375408274,Ralph Ellison,Arnold Rampersad,Biography & Autobiography,http://books.google.com/books/content?id=aKkQOf8hJMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.14
9780375411724,Collected Shorter Fiction,graf Leo Tolstoy;Louise Maude,Fiction,http://books.google.com/books/content?id=fQr5yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.42
9780375413315,Palace Walk,Naj������b Mahf������z;���������ab,,,2019,4.46
9780375415036,Essays,George Orwell,Literary Collections,http://books.google.com/books/content?id=Bm1yQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.33
9780375421051,On Late Style,Edward W. Sa���,Literary Criticism,http://books.google.com/books/content?id=McQB4v7KcHIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.92
9780375422713,The Good Husband of Zebra Drive,Alexander McCall Smith,Botswana,,2007,4.07
9780375422720,Blue Shoes and Happiness,Alexander McCall Smith,Botswana,http://books.google.com/books/content?id=ophlvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.06
9780375423802,Black Hole,Charles Burns,Comics & Graphic Novels,http://books.google.com/books/content?id=dtuEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.83
9780375500725,The Heart of a Woman,Maya Angelou,Biography & Autobiography,http://books.google.com/books/content?id=6VFhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.2
9780375507151,Cliffs of Despair,Tom Hunt,Psychology,http://books.google.com/books/content?id=Tb32wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.72
9780375507908,In Cold Blood,Truman Capote,True Crime,http://books.google.com/books/content?id=mvSsQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1966,4.07
9780375509179,Shakespeare's Kitchen,Francine Segan,Cooking,http://books.google.com/books/content?id=ecwAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.99
9780375700125,As She Climbed Across the Table,Jonathan Lethem,Fiction,http://books.google.com/books/content?id=dwaPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.67
9780375700262,Evening,Susan Minot,Fiction,http://books.google.com/books/content?id=6oyODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.36
9780375700811,The Executioner's Song,Norman Mailer,Fiction,http://books.google.com/books/content?id=3y9uQ1ym0GUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.07
9780375701368,Virginia Woolf,Hermione Lee,Biography & Autobiography,http://books.google.com/books/content?id=ZW4KVeQM6CoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.26
9780375701474,Night Falls Fast,Kay Redfield Jamison,,http://books.google.com/books/content?id=NTeODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2011,4.09
9780375701801,Geisha,Jodi Cobb;Ian Buruma,Photography,http://books.google.com/books/content?id=GvuAJQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.89
9780375701887,The Amen Corner,James Baldwin,Drama,http://books.google.com/books/content?id=Ce93BmqmQz4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.9
9780375701894,Tell Me how Long the Train's Been Gone,James Baldwin,Fiction,http://books.google.com/books/content?id=CwePDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.25
9780375701962,The Moviegoer,Walker Percy,Fiction,http://books.google.com/books/content?id=9ShhHmdoSF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.69
9780375702365,The World and Other Places,Jeanette Winterson,Fiction,http://books.google.com/books/content?id=OMs_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.87
9780375702976,Melville,Andrew Delbanco,Biography & Autobiography,http://books.google.com/books/content?id=tGsCgkhkq2QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.03
9780375703065,A Virtuous Woman,Kaye Gibbons,Fiction,http://books.google.com/books/content?id=WJtoSTRcIYcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.68
9780375703409,Maximum City,Suketu Mehta,Social Science,http://books.google.com/books/content?id=PW6PDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.92
9780375703843,Glamorama,Bret Easton Ellis,Fiction,http://books.google.com/books/content?id=IaXxF_8jnqoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.47
9780375703867,White Teeth,Zadie Smith,FICTION,http://books.google.com/books/content?id=BJtud-Wbt9YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.76
9780375703874,The Autograph Man,Zadie Smith,Fiction,http://books.google.com/books/content?id=-IICohe78K8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.15
9780375704055,Awakenings,Oliver W. Sacks,Medical,http://books.google.com/books/content?id=fUzk9gDqBWwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.09
9780375704253,Sons of Mississippi,Paul Hendrickson,Biography & Autobiography,http://books.google.com/books/content?id=YhXYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.81
9780375704437,For the relief of unbearable urges,Nathan Englander,Fiction,http://books.google.com/books/content?id=mfQOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.94
9780375705045,"Breath, Eyes, Memory",Edwidge Danticat,Fiction,http://books.google.com/books/content?id=p59DpQ14VEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.87
9780375705243,Founding Brothers,Joseph J. Ellis,Biography & Autobiography,http://books.google.com/books/content?id=K4rljDiAoWAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.92
9780375706332,The Tiny One,Eliza Minot,Fiction,http://books.google.com/books/content?id=GrdGaVEvSvMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.67
9780375706363,Crucible of War,Fred Anderson,History,http://books.google.com/books/content?id=jyuMqKzZJnUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.15
9780375706677,No Country for Old Men,Cormac McCarthy,Fiction,http://books.google.com/books/content?id=Q8zM_BuvaroC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.13
9780375707216,I Married a Communist,Philip Roth,Fiction,http://books.google.com/books/content?id=T09SPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.8
9780375707490,Lives of Girls and Women,Alice Munro,Fiction,,2001,3.99
9780375708213,The Working Poor,David K. Shipler,Social Science,http://books.google.com/books/content?id=3cpvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.03
9780375708220,Masters of Death,Richard Rhodes,History,http://books.google.com/books/content?id=7wmPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.05
9780375708732,American Chronicle,Gore Vidal,Vice-Presidents,,2000,4.07
9780375711169,De Kooning,Mark Stevens;Annalyn Swan,Biography & Autobiography,http://books.google.com/books/content?id=4D2FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.11
9780375713347,Geek Love,Katherine Dunn,Fiction,http://books.google.com/books/content?id=trng4WiHgPQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.96
9780375713934,John James Audubon,Richard Rhodes,Art,http://books.google.com/books/content?id=4j2FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.14
9780375714337,Mediterranean Winter,Robert D. Kaplan,Travel,http://books.google.com/books/content?id=MoQwPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.91
9780375714498,Manufacturing Consent,Edward S. Herman;Noam Chomsky,Political Science,http://books.google.com/books/content?id=Z-uLd2Y6iFgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.24
9780375714627,Mythology,Alex Ross,Art,http://books.google.com/books/content?id=h6fzEpSYR-kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.32
9780375714634,Peanuts,Charles M. Schulz,Art,http://books.google.com/books/content?id=pTHFwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.38
9780375714764,"Good-bye, Chunky Rice",Craig Thompson,Comics & Graphic Novels,http://books.google.com/books/content?id=zD2FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.8
9780375719004,The Adolescent,Fyodor Dostoyevsky,Fiction,http://books.google.com/books/content?id=nKJ27jiKJK4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.94
9780375719011,The Double and the Gambler,Fyodor Mikhailovich Dostoevsky;Fyodor Dostoyevsky,Fiction,http://books.google.com/books/content?id=429vVOsU3I4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.15
9780375724374,Anil's Ghost,Michael Ondaatje,Fiction,http://books.google.com/books/content?id=a8ekIHXd0LkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.56
9780375724428,The Stories of John Cheever,John Cheever,United States,http://books.google.com/books/content?id=W959yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1978,4.27
9780375724503,Ghostwritten,David Mitchell,Fiction,http://books.google.com/books/content?id=-tRumAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.06
9780375724633,Theatre,William Somerset Maugham,Fiction,http://books.google.com/books/content?id=EfcDrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.14
9780375724930,The bridegroom,Ha Jin,Fiction,http://books.google.com/books/content?id=pDTuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.76
9780375724954,Stranger in the Forest,Eric Hansen,Travel,http://books.google.com/books/content?id=yu5LPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.1
9780375725036,Elect Mr. Robinson for a Better World,Donald Antrim,Fiction,http://books.google.com/books/content?id=E-GwAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,3.67
9780375725180,Staff Training in Mental Handicap,James Hogg;Peter J. Mittler,Intellectual disability facilities,,1987,4
9780375725302,Shroud,John Banville,Fiction,http://books.google.com/books/content?id=Zw2PDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.65
9780375725975,Acts of Faith,Philip Caputo,Fiction,http://books.google.com/books/content?id=JRx8lK90UlQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.93
9780375726217,Double Fold,Nicholson Baker,Language Arts & Disciplines,http://books.google.com/books/content?id=TvLgmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.42
9780375726514,The Box Man,K������b��,Fiction,http://books.google.com/books/content?id=Qw6jwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.65
9780375726521,The Ruined Map,K������b��,Fiction,http://books.google.com/books/content?id=M0JfY4yHT24C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.56
9780375726538,The Face of Another,Kobo Abe;K������b��,Fiction,http://books.google.com/books/content?id=lxssveoUOpsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.77
9780375726712,A Coffin for Dimitrios,Eric Ambler,Fiction,http://books.google.com/books/content?id=GJpGeu5BLOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.92
9780375726729,Journey Into Fear,Eric Ambler,Fiction,http://books.google.com/books/content?id=Zmow9HN_OPAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.92
9780375726798,The Light of Day,Eric Ambler,Fiction,http://books.google.com/books/content?id=6KNH-_DGC5UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.74
9780375727061,Julian,Gore Vidal,Fiction,http://books.google.com/books/content?id=RCFiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.19
9780375727139,The Dive from Clausen's Pier,Ann Packer,Fiction,http://books.google.com/books/content?id=x_RlwZo8LMEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.42
9780375727276,Lunar Park,Bret Easton Ellis,Fiction,http://books.google.com/books/content?id=gfNuocRMYgcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.62
9780375727382,"Salonica, City of Ghosts",Mark Mazower,History,http://books.google.com/books/content?id=c8agAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.25
9780375727573,World Light,Halld������r Lax,Fiction,http://books.google.com/books/content?id=8IQ-0fzCE6sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.13
9780375727580,Paradise Reclaimed,Halldor Kiljan Laxness,Fiction,http://books.google.com/books/content?id=ApWODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.79
9780375751516,The Picture of Dorian Gray,Oscar Wilde,Fiction,http://books.google.com/books/content?id=kIcZKBNaQtIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.07
9780375752193,In Search of Lost Time: Time regained & A guide to Proust,Marcel Proust,France,,1998,4.41
9780375752339,In Search of Lost Time Volume III The Guermantes Way,Marcel Proust,Fiction,http://books.google.com/books/content?id=IZixxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.31
9780375752674,Iceland,David Roberts;Jon Krakauer,Travel,http://books.google.com/books/content?id=-VAEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.72
9780375753107,Sodom and Gomorrah,Marcel Proust,Fiction,http://books.google.com/books/content?id=4lmMxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.36
9780375755194,Sailing Alone Around the Room,Billy Collins,Poetry,http://books.google.com/books/content?id=kdzOR4LI17gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.23
9780375755200,Nine Horses,Billy Collins,Poetry,http://books.google.com/books/content?id=wZRBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.17
9780375755217,The Trouble With Poetry,Billy Collins,Poetry,http://books.google.com/books/content?id=dtMhdlM_q48C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.17
9780375756603,Pipe Dream,Solomon Jones,Fiction,http://books.google.com/books/content?id=95RBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.98
9780375757013,Great Expectations,Charles Dickens,Fiction,http://books.google.com/books/content?id=6regVx_CnxgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.76
9780375757181,The Return of the Native,Thomas Hardy,Fiction,http://books.google.com/books/content?id=sfVxn1EOELQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,3.85
