isbn13,title,authors,categories,thumbnail,yearPublished,averageRating
9780060511135,Whirlpool,Elizabeth Lowell,Fiction,http://books.google.com/books/content?id=FrnsFG4_j1oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.78
9780060511142,"Teach Us, Amelia Bedelia",Peggy Parish,Juvenile Fiction,http://books.google.com/books/content?id=gnVFCJ4sW3IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.21
9780060512804,Cryptonomicon,Neal Stephenson,Fiction,http://books.google.com/books/content?id=qYAmfUBPN-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.25
9780060513092,Falling Up,Shel Silverstein,Juvenile Nonfiction,,2002,4.34
9780060515195,Anansi Boys,Neil Gaiman,Fiction,http://books.google.com/books/content?id=VagoPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.02
9780060515225,Fragile Things,Neil Gaiman,Fiction,http://books.google.com/books/content?id=ggLzJskmIqYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.01
9780060516055,What Went Wrong?,Bernard Lewis,History,http://books.google.com/books/content?id=qgNrVchhhfMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.49
9780060518653,Letters from the Earth,Mark Twain,Literary Criticism,http://books.google.com/books/content?id=uURT_Dwfby0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.22
9780060519131,Savannah Blues,Mary Kay Andrews,Fiction,http://books.google.com/books/content?id=q6lDgw6lr-MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.98
9780060521226,The Whipping Boy,Sid Fleischman,Juvenile Fiction,http://books.google.com/books/content?id=zxTR6u81GY8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.56
9780060521998,The Innovator's Dilemma,Clayton M. Christensen,Business & Economics,http://books.google.com/books/content?id=qZxlDIzXyqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.99
9780060524937,A Nose for Murder,Lee Charles Kelley,Fiction,http://books.google.com/books/content?id=c3PIvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.47
9780060525101,Happiness,Will Ferguson,Fiction,http://books.google.com/books/content?id=4B2EYGj68uQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.78
9780060525118,Size 12 Is Not Fat,Meg Cabot,Fiction,,2006,3.74
9780060527983,Warrior of the Light,Paulo Coelho,Fiction,http://books.google.com/books/content?id=yH0zlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.7
9780060527990,The Devil and Miss Prym,Paulo Coelho,Fiction,http://books.google.com/books/content?id=TpR7JDmg9DoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.6
9780060529574,The Big Bing,Stanley Bing,Business & Economics,http://books.google.com/books/content?id=Cb3MlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.08
9780060531041,One Hundred Years of Solitude,Gabriel Garcia Marquez,Fiction,http://books.google.com/books/content?id=pgPWOaOctq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.06
9780060535117,Walt Whitman,Justin Kaplan,Biography & Autobiography,http://books.google.com/books/content?id=BMLXGLY9OzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.99
9780060539092,How to Make Love Like a Porn Star,Jenna Jameson;Neil Strauss,Biography & Autobiography,http://books.google.com/books/content?id=qjZzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.75
9780060539252,The Outsider,Richard Wright,Fiction,http://books.google.com/books/content?id=aWtIFc7kdzsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1953,4.16
9780060540944,1421,Gavin Menzies,History,http://books.google.com/books/content?id=lD7S4QLUjBkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.59
9780060541811,The Andromeda Strain,Michael Crichton,Fiction,http://books.google.com/books/content?id=k6LVNLM_D-8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.89
9780060541835,Congo,Michael Crichton,Fiction,http://books.google.com/books/content?id=Gp-fLBIrNY4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.58
9780060541880,Johnny and the Dead,Terry Pratchett,Juvenile Fiction,http://books.google.com/books/content?id=HgU8rJfsHmsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.78
9780060542382,Amelia Bedelia 40th Anniversary Collection,Peggy Parish,Juvenile Fiction,http://books.google.com/books/content?id=OzUIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.41
9780060543495,The Girls of Lighthouse Lane #3,Thomas Kinkade;Erika Tamar,Juvenile Fiction,http://books.google.com/books/content?id=2LXIPoESG9kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.96
9780060545840,The Bradbury Chronicles,Sam Weller,Biography & Autobiography,http://books.google.com/books/content?id=EiWCIK4vGSMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.22
9780060546571,Three Rotten Eggs,Gregory Maguire,Juvenile Fiction,http://books.google.com/books/content?id=t2pWlCpY3jQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.74
9780060548285,The Wicked Day,Mary Stewart,Fiction,http://books.google.com/books/content?id=znM3Eb8MZiMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.09
9780060554736,The Game,Neil Strauss,Biography & Autobiography,http://books.google.com/books/content?id=ibpvw3wALXcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.74
9780060556501,"The Lion, the Witch and the Wardrobe (picture book edition)",C. S. Lewis,Juvenile Fiction,http://books.google.com/books/content?id=FlSpprTpj-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.19
9780060556525,Gold,Isaac Asimov,Fiction,http://books.google.com/books/content?id=td_ulwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.99
9780060564780,The Kindness of Strangers,Katrina Kittle,Fiction,http://books.google.com/books/content?id=nDhTBtlsnggC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.01
9780060566104,Built to Last,Jim Collins;Jerry I. Porras,Business & Economics,http://books.google.com/books/content?id=lRNtHbvDgRgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.98
9780060566685,Fluke,Christopher Moore,Fiction,http://books.google.com/books/content?id=pIHvlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.75
9780060567231,Lord of Light,Roger Zelazny,Fiction,http://books.google.com/books/content?id=08b2Nzn-mRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.1
9780060570583,The Perennial Philosophy,Aldous Huxley,Philosophy,http://books.google.com/books/content?id=YdaFEb_LE9YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.23
9780060572006,A Crack in the Edge of the World,Simon Winchester,History,http://books.google.com/books/content?id=St5QRRhkp1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.78
9780060572969,Dead Witch Walking,Kim Harrison,Fiction,http://books.google.com/books/content?id=KW1YBk2wPlIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.04
9780060572976,"The Good, the Bad, and the Undead",Kim Harrison,Fiction,http://books.google.com/books/content?id=-hBqywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.26
9780060574215,"Men Are from Mars, Women Are from Venus",John Gray,Family & Relationships,http://books.google.com/books/content?id=MUw_dAtcRjEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.54
9780060575816,Sabriel (adult),Garth Nix,Fiction,http://books.google.com/books/content?id=ugSPY6Gi_Y4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.17
9780060577049,Slouching Toward Nirvana,Charles Bukowski,Poetry,http://books.google.com/books/content?id=L_7nlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.99
9780060577865,Bad Childhood---Good Life,Laura Schlessinger,Self-Help,http://books.google.com/books/content?id=2sepdlitBW8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.92
9780060578114,Cat Cross Their Graves,Shirley Rousseau Murphy,Fiction,http://books.google.com/books/content?id=L7LudFEjAdoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.3
9780060578121,Cat Breaking Free,Shirley Rousseau Murphy,Fiction,http://books.google.com/books/content?id=-yFbmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.2
9780060580339,Slider,Patrick Robinson,Sports & Recreation,http://books.google.com/books/content?id=MCK_lgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.18
9780060582500,The Black Dahlia Files,Don Wolfe,True Crime,http://books.google.com/books/content?id=F6PpPrKuUaMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.84
9780060584023,Metro Girl,Janet Evanovich,Fiction,http://books.google.com/books/content?id=X0OYbJSjxqYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.62
9780060584030,Motor Mouth,Janet Evanovich,Fiction,http://books.google.com/books/content?id=mG5p4QA2zOwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.67
9780060584757,Mystic River,Dennis Lehane,Fiction,http://books.google.com/books/content?id=2U-ivgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.18
9780060586546,Great Short Works of Herman Melville,Herman Melville,Fiction,http://books.google.com/books/content?id=6WgbDCDIe-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.02
9780060587031,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman,Juvenile Fiction,http://books.google.com/books/content?id=6EqMPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.03
9780060589288,Eleven Minutes,Paulo Coelho,Fiction,http://books.google.com/books/content?id=Qp0EZu3GCYsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.69
9780060589462,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Psychology,http://books.google.com/books/content?id=KMRReyLPyXMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.77
9780060590154,Ulysses S. Grant,Michael Korda,Biography & Autobiography,http://books.google.com/books/content?id=rvaqxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.88
9780060590277,A Dirty Job,Christopher Moore,Fiction,http://books.google.com/books/content?id=W8EPgwEP_hoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.07
9780060593087,Quicksilver,Neal Stephenson,Fiction,http://books.google.com/books/content?id=Qf1AlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.93
9780060593247,Every Book Its Reader,Nicholas A. Basbanes,Literary Criticism,http://books.google.com/books/content?id=o4K_KMO1DWUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.96
9780060593636,Flirting With Danger,Suzanne Enoch,Fiction,http://books.google.com/books/content?id=c5DcXFV6Xm4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.93
9780060594527,Lost Horizon,James Hilton,Fiction,http://books.google.com/books/content?id=QD1s4c3EHgUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.92
9780060595180,The Doors of Perception and Heaven and Hell,Aldous Huxley,Philosophy,http://books.google.com/books/content?id=rz3NJb2-9_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.94
9780060598808,Thanksgiving,Janet Evanovich,Fiction,http://books.google.com/books/content?id=O-t1GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.6
9780060598846,Love Overboard,Janet Evanovich,Fiction,http://books.google.com/books/content?id=5pClJ0BTE2gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.65
9780060598853,Back to the Bedroom,Janet Evanovich,Fiction,http://books.google.com/books/content?id=fcPjlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.67
9780060598891,The Rocky Road to Romance,Janet Evanovich,Fiction,http://books.google.com/books/content?id=b42OAHDzYqUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.67
9780060598969,Thomas Jefferson,Christopher Hitchens,Biography & Autobiography,http://books.google.com/books/content?id=zV8P_3E1OCIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.92
9780060598976,Muhammad,Karen Armstrong,Biography & Autobiography,http://books.google.com/books/content?id=JUz3Z0iv_pgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.04
9780060609177,Meeting Jesus Again for the First Time,Marcus J. Borg,Religion,http://books.google.com/books/content?id=-_ieWUhA6V4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,4.14
9780060609191,Reading the Bible Again for the First Time,Marcus J. Borg,Religion,http://books.google.com/books/content?id=pf0mlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.13
9780060622138,Shadow of the Almighty,Elisabeth Elliot,Religion,http://books.google.com/books/content?id=QQCG9mNU1eAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,4.39
9780060645892,The Dance of the Dissident Daughter,Sue Monk Kidd,Religion,http://books.google.com/books/content?id=0FV3JwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.96
9780060652852,C.S. Lewis,C. S. Lewis,Religion,http://books.google.com/books/content?id=vtr4NDL8AP8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.31
9780060652890,The Screwtape Letters,C. S. Lewis,Religion,http://books.google.com/books/content?id=v1kn7KYynzIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.22
9780060652920,Mere Christianity,C. S. Lewis,Religion,http://books.google.com/books/content?id=LpHbXdKJaMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.32
9780060654856,Learning to Love,Thomas Merton,Religion,http://books.google.com/books/content?id=U0nXswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.5
9780060725143,The Mediator #4: Darkest Hour,Meg Cabot,Juvenile Fiction,,2004,4.17
9780060727536,Cash,Johnny Cash,Biography & Autobiography,http://books.google.com/books/content?id=yL6MRZfrWjkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.07
9780060727635,"The Collected Letters of C.S. Lewis, Volume 1",C. S. Lewis,Biography & Autobiography,http://books.google.com/books/content?id=eOxfuF6BQ0gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.37
9780060730550,Touching the Void,Joe Simpson,Sports & Recreation,http://books.google.com/books/content?id=Qg8DO-EqFzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.21
9780060731304,Anybody Out There?,Marian Keyes,Fiction,http://books.google.com/books/content?id=79T7wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.91
9780060732707,My Little Pony: Hide-and-Seek,Jennifer Frantz,Juvenile Fiction,http://books.google.com/books/content?id=oP3lPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.14
9780060733353,The Confusion,Neal Stephenson,Fiction,http://books.google.com/books/content?id=NJbllgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.25
9780060734015,Bridge to Terabithia (rack),Katherine Paterson,Juvenile Fiction,http://books.google.com/books/content?id=LgLT04F1KscC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.99
9780060735425,Practical Demonkeeping,Christopher Moore,Fiction,http://books.google.com/books/content?id=saaBiYmBmgsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.82
9780060735449,Island of the Sequined Love Nun,Christopher Moore,Fiction,http://books.google.com/books/content?id=YLqclgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.79
9780060735456,The Lust Lizard of Melancholy Cove,Christopher Moore,Fiction,http://books.google.com/books/content?id=kUDSt-EI814C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.86
9780060736255,Weetzie Bat,Francesca Lia Block,Juvenile Fiction,http://books.google.com/books/content?id=vxCXxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.74
9780060737047,Behind the Curtain,Peter Abrahams,Juvenile Fiction,http://books.google.com/books/content?id=c5FuIIBgTGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.9
9780060739423,"Catherine, Called Birdy (Summer Reading Edition)",Karen Cushman,Juvenile Fiction,http://books.google.com/books/content?id=W1RIPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.71
9780060745905,Wicked Musical Tie-in Edition,Gregory Maguire,Fiction,http://books.google.com/books/content?id=MLEujRNyoMUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.53
9780060747220,Son of a Witch,Gregory Maguire,Fiction,http://books.google.com/books/content?id=5-3f3naMQ6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.47
9780060747473,This Rough Magic,Mary Stewart,Fiction,http://books.google.com/books/content?id=BjFn9MD8n10C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.05
9780060747480,Airs Above the Ground,Mary Stewart,Fiction,http://books.google.com/books/content?id=P_i1ysmDf8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.04
9780060751647,The Mediator #5: Haunted,Meg Cabot,Juvenile Fiction,,2004,4.15
9780060753108,Beauty,Robin McKinley,Juvenile Fiction,http://books.google.com/books/content?id=EaWWnkiShpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.05
9780060753634,Mating in Captivity,Esther Perel,Psychology,http://books.google.com/books/content?id=-HIhMOQanIEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.13
9780060754006,Forgotten New York,Kevin Walsh,Travel,http://books.google.com/books/content?id=77aiRf018Y0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.18
9780060758769,The Dead Beat,Marilyn Johnson,Social Science,http://books.google.com/books/content?id=b03jlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.41
9780060760250,Charms for the Easy Life,Kaye Gibbons,Fiction,http://books.google.com/books/content?id=TE2mBDsQyvkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.02
9780060760441,The Reading Group,Elizabeth Noble,Fiction,http://books.google.com/books/content?id=IagWjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.34
9780060760823,A Couple of April Fools,Gregory Maguire,Juvenile Fiction,http://books.google.com/books/content?id=qW4cvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.5
9780060761530,What Christians Believe,C. S. Lewis,Religion,http://books.google.com/books/content?id=81T46KixNg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.2
9780060763725,Psyche in a Dress,Francesca Lia Block,Juvenile Fiction,http://books.google.com/books/content?id=NYE3GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.84
9780060765316,YOU: The Owner's Manual,Michael F Roizen;Mehmet C Oz,Health & Fitness,http://books.google.com/books/content?id=WMtZ29Fjx2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.82
